country,Region,lat,long,displayName,layerName,layerTitle,year,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR
Cambodia,SEA,10.95,104.43,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.0017381792422384024,22453078,3,Chumkiri District,2004,2004,pfcrt 76T,33,33,33,Takahashi N,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3369212&tool=pmcentrez&rendertype=abstract,Pfcrt flanking microsatellites. Nc.,22453078,Large-scale survey for novel genotypes of Plasmodium falciparum chloroquine-resistance gene pfcrt.,Amodiaquine,pfcrt 76T,100,NA,0.17381792422384024
Cameroon,Central Africa,3.87,11.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.5101032257080078,12455495,0,Yaoundé,2000,2001,pfcrt 76T,118,68,82,Basco L,2002,http://www.ncbi.nlm.nih.gov/pubmed/12455495,In vitro data available.,12455495,Molecular epidemiology of malaria in Cameroon. XII. In vitro drug assays and molecular surveillance of chloroquine and proguanil resistance.,Amodiaquine,pfcrt 76T,69,NA,51.01032257080078
Cameroon,Central Africa,3.87,11.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.5101032257080078,12455496,0,Yaoundé,2000,2001,pfcrt 76T,155,90,108,Basco L,2002,http://www.ncbi.nlm.nih.gov/pubmed/12455496,In vitro data available,12455496,Molecular epidemiology of malaria in Cameroon. XIII. Analysis of pfcrt mutations and in vitro chloroquine resistance.,Amodiaquine,pfcrt 76T,70,NA,51.01032257080078
Cameroon,Central Africa,3.87,11.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.4394361972808838,20439955,8,NA,2003,2005,pfcrt 76T,2,2,2,Andriantsoanirina V,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2861372&tool=pmcentrez&rendertype=abstract,"In vitro data_x000d_
Travellers",20439955,Association of microsatellite variations of Plasmodium falciparum Na+/H+ exchanger (Pfnhe-1) gene with reduced in vitro susceptibility to quinine: lack of confirmation in clinical isolates from Africa.,Amodiaquine,pfcrt 76T,100,NA,43.94361972808838
Cameroon,Central Africa,4.09,9.31,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.6474341750144958,631,1,Mutengene,2003,2005,pfcrt 76T,230,223,223,"Moyeh MN, Njimoh DL, Evehe MS, Ali IM, Nji AM, Nkafu DN, Masumbe PN, Barbara AT, Ndikum VN, Mbacham WF.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29854394,NA,29854394,"Effects of Drug Policy Changes on Evolution of Molecular Markers of Plasmodium falciparum Resistance to Chloroquine, Amodiaquine, and Sulphadoxine-Pyrimethamine in the South West Region of Cameroon.",Amodiaquine,pfcrt 76T,97,I,64.74341750144958
Cameroon,Central Africa,9.3,13.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.2674078047275543,20105282,1,Garoua,2004,2006,pfcrt 76T,240,76,76,Mbacham WF,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2831903&tool=pmcentrez&rendertype=abstract,"Clinical data AQ, AQSP, SP, mixes removed or",20105282,"Efficacy of amodiaquine, sulphadoxine-pyrimethamine and their combination for the treatment of uncomplicated Plasmodium falciparum malaria in children in Cameroon at the time of policy change to artemisinin-based combination therapy.",Amodiaquine,pfcrt 76T,32,I,26.740780472755432
Cameroon,Central Africa,3.87,11.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.33576202392578125,20105282,3,Yaoundé,2004,2006,pfcrt 76T,260,200,200,Mbacham WF,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2831903&tool=pmcentrez&rendertype=abstract,"Clinical data AQ, AQSP, SP, mixes removed or",20105282,"Efficacy of amodiaquine, sulphadoxine-pyrimethamine and their combination for the treatment of uncomplicated Plasmodium falciparum malaria in children in Cameroon at the time of policy change to artemisinin-based combination therapy.",Amodiaquine,pfcrt 76T,77,I,33.576202392578125
Cameroon,Central Africa,4.09,9.31,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.6305498480796814,20105282,2,Mutengene,2004,2006,pfcrt 76T,260,226,226,Mbacham WF,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2831903&tool=pmcentrez&rendertype=abstract,"Clinical data AQ, AQSP, SP, mixes removed or",20105282,"Efficacy of amodiaquine, sulphadoxine-pyrimethamine and their combination for the treatment of uncomplicated Plasmodium falciparum malaria in children in Cameroon at the time of policy change to artemisinin-based combination therapy.",Amodiaquine,pfcrt 76T,87,I,63.05498480796814
Cameroon,Central Africa,3.87,11.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.23573721945285797,22498364,1,Yaoundé,2005,2009,pfcrt 76T,203,145,165,Menard S,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3368752&tool=pmcentrez&rendertype=abstract,NA,22498364,"Molecular monitoring of Plasmodium falciparum drug susceptibility at the time of the introduction of artemisinin-based combination therapy in Yaoundé, Cameroon: implications for the future.",Amodiaquine,pfcrt 76T,81,NA,23.573721945285797
Cameroon,Central Africa,3.97,11.93,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.4614415764808655,22498364,2,Mfou,2005,2009,pfcrt 76T,229,125,194,Menard S,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3368752&tool=pmcentrez&rendertype=abstract,NA,22498364,"Molecular monitoring of Plasmodium falciparum drug susceptibility at the time of the introduction of artemisinin-based combination therapy in Yaoundé, Cameroon: implications for the future.",Amodiaquine,pfcrt 76T,85,NA,46.14415764808655
Central African Republic,Central Africa,4.37,18.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.6158406734466553,740,1,NA,2002,2005,pfcrt 76T,139,133,133,"Amor A, Toro C, FernÃ¡ndez-MartÃ­nez A, Baquero M, Benito A, Berzosa P.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22462737,NA,22462737,Molecular markers in plasmodium falciparum linked to resistance to anti-malarial drugs in samples imported from Africa over an eight-year period (2002-2010): impact of the introduction of artemisinin combination therapy.,Amodiaquine,pfcrt 76T,97,NA,61.58406734466553
Central African Republic,Central Africa,4.37,18.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.7907419204711914,16474071,0,Bangui,2004,2004,pfcrt 76T,180,75,108,Menard D,2006,http://www.ncbi.nlm.nih.gov/pubmed/16474071,NA,16474071,"Frequency distribution of antimalarial drug-resistant alleles among isolates of Plasmodium falciparum in Bangui, Central African Republic.",Amodiaquine,pfcrt 76T,60,NA,79.07419204711914
China,Asia,20.02,110.35,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2001,0,15827277,4,Hainan,2001,2001,pfcrt 76T,68,33,36,Wang X,2005,http://www.ncbi.nlm.nih.gov/pubmed/?term=15827277,In vitro data available.,15827277,Decreased prevalence of the Plasmodium falciparum chloroquine resistance transporter 76T marker associated with cessation of chloroquine use against P. falciparum malaria in Hainan,Amodiaquine,pfcrt 76T,90,NA,0
China,Asia,20.02,110.35,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0,17954685,0,Hainan Island,2002,2004,pfcrt 76T,44,28,28,Chen N,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2223894&tool=pmcentrez&rendertype=abstract,Infections with several clones excluded.,17954685,"No genetic bottleneck in Plasmodium falciparum wild-type Pfcrt alleles reemerging in Hainan Island, China, following high-level chloroquine resistance.",Amodiaquine,pfcrt 76T,64,E,0
China,Asia,25.05,102.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0,17875016,0,Yunnan,2003,2004,pfcrt 76T,34,34,34,Yang Z,2007,http://www.ncbi.nlm.nih.gov/pubmed/17875016,"Pfmdr1 SNPs also assessed, however denominato",17875016,"Molecular analysis of chloroquine resistance in Plasmodium falciparum in Yunnan Province, China.",Amodiaquine,pfcrt 76T,100,NA,0
Colombia,South America,4.6,-74.08,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2001,0,15216481,6,Nothern Pacific,2001,2001,pfcrt 76T,1,1,1,Vieira PP,2004,http://www.ncbi.nlm.nih.gov/pubmed/15216481,NA,15216481,pfcrt Polymorphism and the spread of chloroquine resistance in Plasmodium falciparum populations across the Amazon Basin.,Amodiaquine,pfcrt 76T,100,NA,0
